outcome,previous_outcome,day,time,month,wind_speed,weather,location,capacity,stadium_state,injury,match_type,opponent_strength
tie,win,thursday,evening,february,high,cloudy,home,medium,dry,no,competitive,average
tie,win,monday,evening,september,low,cloudy,away,medium,dry,no,friendly,average
win,tie,wednesday,evening,february,low,snowy,away,small,wet,no,friendly,average
win,loss,thursday,evening,february,low,rainy,home,medium,dry,no,friendly,weak
tie,tie,tuesday,evening,august,high,cloudy,away,medium,dry,yes,competitive,average
tie,tie,monday,evening,december,low,sunny,home,medium,dry,yes,friendly,weak
win,win,wednesday,evening,june,low,rainy,away,elite,wet,no,competitive,average
win,tie,thursday,evening,june,low,sunny,home,medium,dry,yes,friendly,average
tie,win,tuesday,evening,november,no_wind,rainy,away,elite,wet,yes,competitive,average
win,win,thursday,evening,may,low,cloudy,home,medium,dry,yes,competitive,weak
tie,loss,monday,evening,september,low,cloudy,away,medium,dry,no,friendly,strong
win,win,sunday,evening,august,no_wind,rainy,home,medium,dry,no,competitive,weak
win,loss,wednesday,evening,august,high,rainy,away,elite,wet,no,friendly,weak
win,win,saturday,afternoon,april,low,rainy,home,medium,dry,no,competitive,weak
tie,loss,wednesday,evening,june,no_wind,sunny,away,large,dry,yes,friendly,strong
win,loss,friday,evening,october,low,cloudy,away,elite,dry,no,friendly,average
tie,tie,friday,evening,august,high,cloudy,home,medium,dry,yes,friendly,strong
win,win,tuesday,evening,april,no_wind,sunny,home,medium,dry,yes,friendly,weak
win,loss,friday,evening,june,high,cloudy,away,small,dry,no,competitive,average
tie,tie,saturday,afternoon,september,low,sunny,home,medium,dry,no,friendly,strong
win,win,monday,evening,october,high,sunny,home,medium,dry,no,competitive,strong
win,win,tuesday,evening,december,high,sunny,home,medium,dry,no,friendly,weak
win,win,friday,evening,may,low,cloudy,home,medium,dry,no,friendly,strong
tie,tie,saturday,afternoon,june,no_wind,cloudy,away,small,dry,no,friendly,strong
win,win,saturday,afternoon,february,high,snowy,away,small,wet,no,friendly,average
tie,tie,sunday,morning,march,low,sunny,home,medium,dry,no,competitive,strong
loss,loss,monday,evening,december,high,sunny,away,medium,dry,no,competitive,average
win,tie,saturday,morning,january,low,sunny,home,medium,dry,no,friendly,average
win,win,sunday,morning,september,no_wind,cloudy,home,medium,dry,yes,competitive,weak
tie,tie,monday,evening,november,high,snowy,away,elite,wet,yes,friendly,strong
win,win,monday,evening,november,high,sunny,away,elite,dry,yes,friendly,weak
tie,tie,monday,evening,may,high,sunny,away,elite,dry,yes,competitive,strong
tie,tie,friday,evening,august,high,cloudy,home,medium,dry,no,friendly,strong
win,win,tuesday,evening,october,no_wind,cloudy,home,medium,dry,no,friendly,weak
win,win,thursday,evening,december,no_wind,sunny,away,elite,dry,yes,competitive,average
win,loss,sunday,afternoon,april,no_wind,rainy,home,medium,dry,no,competitive,weak
tie,tie,wednesday,evening,july,no_wind,sunny,away,elite,dry,no,competitive,strong
tie,win,wednesday,evening,march,no_wind,cloudy,home,medium,dry,yes,competitive,weak
win,win,friday,evening,may,low,rainy,home,medium,dry,yes,competitive,weak
tie,tie,sunday,afternoon,november,low,rainy,away,large,wet,yes,competitive,strong
tie,tie,tuesday,evening,september,low,sunny,away,large,dry,no,competitive,average
tie,tie,sunday,afternoon,june,no_wind,cloudy,away,elite,dry,no,friendly,strong
win,win,sunday,afternoon,may,no_wind,rainy,home,medium,dry,no,friendly,weak
tie,win,wednesday,evening,july,high,cloudy,home,medium,dry,yes,competitive,strong
win,win,saturday,afternoon,december,no_wind,snowy,away,large,wet,yes,competitive,weak
tie,tie,wednesday,evening,may,high,sunny,home,medium,dry,no,friendly,strong
win,loss,sunday,morning,march,low,sunny,away,medium,dry,no,friendly,average
win,tie,wednesday,evening,may,low,sunny,home,medium,dry,yes,competitive,weak
win,win,thursday,evening,march,high,rainy,away,elite,wet,yes,competitive,weak
tie,tie,thursday,evening,march,high,sunny,home,medium,dry,no,friendly,strong
win,loss,friday,evening,may,no_wind,cloudy,away,small,dry,yes,friendly,average
tie,tie,monday,evening,february,low,snowy,away,medium,wet,no,friendly,strong
tie,win,sunday,afternoon,july,low,cloudy,away,large,dry,yes,friendly,average
tie,tie,tuesday,evening,february,high,cloudy,away,large,dry,no,competitive,strong
win,win,sunday,morning,january,low,cloudy,away,small,dry,no,friendly,weak
tie,tie,thursday,evening,september,no_wind,sunny,away,small,dry,no,friendly,strong
tie,tie,wednesday,evening,july,low,cloudy,away,medium,dry,no,competitive,strong
win,win,thursday,evening,september,low,sunny,home,medium,dry,yes,competitive,weak
tie,win,saturday,evening,november,no_wind,sunny,away,elite,wet,yes,competitive,weak
loss,win,monday,evening,may,high,sunny,home,medium,dry,no,competitive,average
win,win,saturday,evening,may,low,cloudy,home,medium,dry,yes,friendly,average
win,loss,thursday,evening,may,no_wind,sunny,away,medium,dry,no,competitive,average
tie,loss,friday,evening,january,high,cloudy,away,elite,dry,no,competitive,average
win,win,thursday,evening,january,no_wind,snowy,away,large,wet,yes,competitive,weak
win,tie,saturday,afternoon,january,low,cloudy,away,small,dry,yes,competitive,average
win,win,sunday,evening,july,no_wind,rainy,home,medium,dry,no,competitive,weak
tie,tie,wednesday,evening,august,high,sunny,away,medium,wet,no,friendly,average
tie,tie,saturday,morning,october,high,cloudy,away,small,dry,no,competitive,strong
loss,tie,thursday,evening,march,high,cloudy,away,elite,dry,yes,competitive,strong
tie,tie,wednesday,evening,february,low,rainy,home,medium,dry,no,friendly,strong
tie,tie,friday,evening,april,high,cloudy,home,medium,dry,no,friendly,strong
tie,win,friday,evening,july,low,sunny,home,medium,dry,no,competitive,average
win,win,saturday,morning,january,no_wind,snowy,home,medium,dry,no,friendly,weak
win,win,saturday,evening,october,high,sunny,away,medium,dry,yes,friendly,weak
tie,win,wednesday,evening,september,high,sunny,home,medium,dry,yes,competitive,weak
win,loss,thursday,evening,june,no_wind,sunny,home,medium,dry,yes,competitive,weak
win,win,thursday,evening,november,no_wind,sunny,away,medium,dry,yes,competitive,average
tie,tie,friday,evening,april,no_wind,rainy,away,small,wet,yes,competitive,weak
tie,loss,saturday,afternoon,december,high,sunny,home,medium,dry,yes,competitive,average
tie,tie,thursday,evening,may,no_wind,cloudy,away,medium,dry,yes,friendly,strong
win,win,thursday,evening,january,low,cloudy,home,medium,dry,yes,friendly,weak
win,tie,thursday,evening,june,no_wind,rainy,away,large,wet,no,competitive,average
tie,tie,monday,evening,july,high,sunny,home,medium,dry,no,friendly,strong
tie,tie,wednesday,evening,october,no_wind,rainy,away,medium,wet,no,friendly,strong
tie,tie,thursday,evening,february,no_wind,snowy,away,medium,wet,no,friendly,strong
tie,win,tuesday,evening,december,low,rainy,home,medium,dry,yes,friendly,strong
win,loss,sunday,morning,november,low,rainy,home,medium,dry,yes,competitive,weak
tie,loss,tuesday,evening,april,high,sunny,home,medium,dry,no,competitive,average
tie,tie,sunday,evening,march,high,sunny,away,elite,wet,yes,friendly,strong
tie,win,thursday,evening,january,high,cloudy,away,medium,wet,no,friendly,average
win,win,thursday,evening,may,high,cloudy,home,medium,dry,no,competitive,weak
win,win,saturday,morning,january,high,sunny,away,medium,dry,no,competitive,average
win,win,saturday,evening,january,low,sunny,home,medium,dry,yes,competitive,average
loss,loss,thursday,evening,november,no_wind,sunny,away,medium,dry,no,friendly,average
tie,tie,monday,evening,june,high,rainy,away,small,wet,no,friendly,average
win,loss,tuesday,evening,january,no_wind,sunny,home,medium,dry,yes,competitive,average
win,tie,saturday,evening,april,high,cloudy,away,small,dry,no,friendly,weak
tie,tie,friday,evening,september,no_wind,sunny,home,medium,dry,no,friendly,strong
win,loss,saturday,afternoon,august,no_wind,rainy,home,medium,dry,yes,friendly,weak
tie,loss,monday,evening,september,low,rainy,away,large,wet,yes,competitive,average
win,win,sunday,morning,december,low,snowy,away,small,wet,no,friendly,weak
win,win,thursday,evening,may,no_wind,rainy,home,medium,dry,no,competitive,weak
win,win,monday,evening,june,high,cloudy,away,elite,dry,no,friendly,average
loss,tie,wednesday,evening,september,no_wind,sunny,away,elite,wet,yes,competitive,strong
tie,win,saturday,evening,june,no_wind,sunny,away,medium,dry,yes,friendly,weak
win,win,monday,evening,june,no_wind,sunny,home,medium,dry,no,competitive,average
win,win,monday,evening,november,no_wind,snowy,away,elite,wet,no,competitive,weak
win,win,tuesday,evening,june,no_wind,sunny,home,medium,dry,yes,competitive,weak
tie,tie,sunday,evening,december,low,sunny,home,medium,dry,no,competitive,strong
tie,loss,tuesday,evening,september,high,sunny,home,medium,dry,no,competitive,strong
tie,tie,thursday,evening,april,high,sunny,away,large,dry,yes,friendly,average
loss,loss,wednesday,evening,august,no_wind,rainy,away,elite,wet,no,friendly,weak
tie,tie,sunday,evening,march,low,cloudy,away,medium,dry,yes,friendly,strong
win,win,monday,evening,january,low,cloudy,home,medium,dry,yes,competitive,weak
tie,tie,tuesday,evening,october,low,sunny,away,medium,wet,yes,friendly,strong
tie,tie,friday,evening,september,high,cloudy,home,medium,dry,yes,friendly,strong
tie,loss,sunday,afternoon,august,low,sunny,home,medium,dry,no,competitive,average
loss,win,friday,evening,may,no_wind,sunny,away,medium,dry,no,friendly,weak
tie,tie,saturday,morning,january,low,sunny,away,elite,dry,no,competitive,strong
win,loss,monday,evening,february,low,cloudy,away,large,dry,no,competitive,average
tie,tie,friday,evening,september,no_wind,cloudy,home,medium,dry,no,friendly,strong
win,tie,monday,evening,january,no_wind,snowy,away,small,wet,no,competitive,weak
win,win,sunday,afternoon,november,high,sunny,away,large,wet,yes,competitive,weak
tie,tie,sunday,afternoon,june,high,sunny,away,elite,dry,no,competitive,strong
tie,tie,tuesday,evening,september,no_wind,cloudy,away,elite,dry,yes,friendly,average
win,win,wednesday,evening,november,low,snowy,away,large,wet,no,competitive,weak
tie,tie,tuesday,evening,march,high,rainy,away,medium,wet,no,competitive,strong
tie,loss,friday,evening,july,no_wind,cloudy,home,medium,dry,no,friendly,weak
tie,tie,tuesday,evening,may,high,sunny,away,elite,dry,no,competitive,strong
tie,tie,monday,evening,february,low,snowy,home,medium,dry,no,competitive,strong
tie,tie,sunday,morning,september,no_wind,cloudy,home,medium,dry,yes,friendly,strong
win,tie,wednesday,evening,july,no_wind,cloudy,away,small,dry,no,competitive,average
tie,loss,wednesday,evening,march,high,cloudy,home,medium,dry,no,friendly,average
win,win,saturday,afternoon,march,no_wind,sunny,away,small,dry,yes,competitive,weak
win,win,thursday,evening,september,no_wind,cloudy,home,medium,dry,yes,friendly,average
win,win,monday,evening,november,low,sunny,home,medium,dry,no,friendly,weak
tie,tie,wednesday,evening,september,no_wind,rainy,away,small,wet,yes,competitive,strong
win,win,friday,evening,december,no_wind,cloudy,away,large,dry,no,competitive,weak
tie,loss,saturday,afternoon,february,low,sunny,home,medium,dry,no,competitive,strong
tie,tie,monday,evening,january,high,cloudy,away,medium,dry,no,competitive,strong
tie,tie,friday,evening,november,high,cloudy,away,elite,dry,no,competitive,strong
tie,loss,monday,evening,november,high,cloudy,away,medium,wet,no,competitive,strong
win,win,saturday,afternoon,february,low,cloudy,away,elite,dry,yes,competitive,weak
tie,win,sunday,morning,october,no_wind,sunny,home,medium,dry,no,friendly,weak
tie,tie,thursday,evening,august,high,cloudy,home,medium,dry,no,competitive,strong
win,loss,sunday,afternoon,july,low,rainy,home,medium,dry,no,competitive,average
tie,tie,wednesday,evening,august,low,sunny,away,elite,wet,yes,competitive,strong
win,win,tuesday,evening,february,no_wind,snowy,away,large,wet,no,friendly,average
loss,win,thursday,evening,june,high,sunny,home,medium,dry,no,competitive,weak
tie,tie,tuesday,evening,november,high,cloudy,home,medium,dry,yes,competitive,strong
tie,tie,friday,evening,july,high,sunny,away,elite,dry,no,friendly,strong
tie,tie,sunday,afternoon,may,high,sunny,away,small,dry,yes,competitive,strong
win,tie,monday,evening,july,low,sunny,away,large,dry,yes,competitive,average
win,win,saturday,afternoon,april,high,sunny,home,medium,dry,no,friendly,weak
tie,tie,monday,evening,october,no_wind,sunny,home,medium,dry,no,friendly,strong
win,tie,saturday,evening,february,low,snowy,home,medium,dry,no,competitive,strong
win,tie,sunday,afternoon,may,no_wind,sunny,away,large,dry,yes,competitive,average
win,loss,tuesday,evening,december,high,cloudy,home,medium,dry,yes,competitive,average
win,win,sunday,evening,june,high,sunny,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,february,no_wind,sunny,home,medium,dry,no,competitive,weak
loss,win,tuesday,evening,august,high,cloudy,home,medium,dry,no,friendly,weak
tie,tie,sunday,evening,july,high,cloudy,away,elite,dry,no,friendly,strong
loss,win,sunday,afternoon,september,no_wind,sunny,away,elite,dry,yes,competitive,weak
tie,loss,monday,evening,december,low,rainy,away,large,wet,yes,competitive,average
win,win,sunday,afternoon,january,no_wind,snowy,home,medium,dry,no,friendly,weak
win,loss,thursday,evening,january,high,snowy,away,small,wet,no,competitive,weak
win,win,tuesday,evening,august,high,sunny,home,medium,dry,no,competitive,strong
win,win,monday,evening,september,no_wind,cloudy,home,medium,dry,yes,competitive,weak
win,loss,monday,evening,july,no_wind,sunny,home,medium,dry,yes,friendly,average
tie,win,saturday,evening,april,high,cloudy,away,elite,dry,no,friendly,weak
tie,tie,thursday,evening,april,no_wind,sunny,home,medium,dry,yes,friendly,average
tie,win,wednesday,evening,july,low,sunny,away,medium,dry,yes,friendly,weak
tie,tie,saturday,evening,august,no_wind,cloudy,home,medium,dry,yes,competitive,strong
win,win,sunday,afternoon,september,no_wind,sunny,away,medium,wet,no,competitive,weak
tie,loss,wednesday,evening,december,low,sunny,home,medium,dry,yes,friendly,strong
tie,tie,thursday,evening,april,high,cloudy,home,medium,dry,yes,competitive,strong
tie,win,wednesday,evening,april,low,cloudy,home,medium,dry,no,friendly,average
win,win,friday,evening,november,high,rainy,away,elite,wet,no,friendly,weak
win,win,friday,evening,april,low,sunny,away,medium,dry,yes,competitive,weak
win,win,thursday,evening,october,low,sunny,away,elite,dry,yes,competitive,weak
tie,loss,thursday,evening,october,high,rainy,away,large,wet,no,competitive,average
tie,win,wednesday,evening,august,high,rainy,away,elite,wet,yes,friendly,average
win,loss,saturday,morning,march,no_wind,cloudy,away,large,dry,yes,friendly,average
win,tie,thursday,evening,october,no_wind,cloudy,away,medium,dry,no,competitive,weak
tie,tie,thursday,evening,may,low,cloudy,home,medium,dry,no,competitive,average
tie,win,sunday,morning,july,high,cloudy,away,large,dry,no,friendly,average
tie,tie,tuesday,evening,may,high,cloudy,home,medium,dry,no,competitive,average
tie,tie,thursday,evening,november,low,sunny,away,large,dry,yes,friendly,strong
win,tie,friday,evening,february,high,sunny,home,medium,dry,no,competitive,weak
win,tie,sunday,morning,february,no_wind,sunny,home,medium,dry,no,competitive,average
loss,tie,friday,evening,june,high,cloudy,home,medium,dry,yes,competitive,strong
tie,tie,thursday,evening,october,no_wind,cloudy,away,elite,dry,yes,competitive,strong
win,win,friday,evening,october,no_wind,sunny,away,medium,dry,yes,friendly,weak
win,win,tuesday,evening,february,low,cloudy,home,medium,dry,no,competitive,average
